product,campaign_type,campaign,channel,date,conversions
product a,always on,always on,dv360 - prospecting,2020-08-03,4088.8096852843314
product a,always on,always on,dv360 - prospecting,2020-08-04,2185.903198119297
product a,always on,always on,dv360 - prospecting,2020-08-05,1979.1770944092943
product a,always on,always on,dv360 - prospecting,2020-08-06,2046.922097195559
product a,always on,always on,dv360 - prospecting,2020-08-07,2168.7097389414239
product a,always on,always on,dv360 - prospecting,2020-08-08,2376.0165462809769
product a,always on,always on,dv360 - prospecting,2020-08-09,2313.3978409453857
product a,always on,always on,dv360 - prospecting,2020-08-10,4144.6130470481994
product a,always on,always on,dv360 - prospecting,2020-08-11,2059.3692150409761
product a,always on,always on,dv360 - prospecting,2020-08-12,2118.9383909808107
product a,always on,always on,dv360 - prospecting,2020-08-13,2219.7425703905396
product a,always on,always on,dv360 - prospecting,2020-08-14,2118.6702384661057
product a,always on,always on,dv360 - prospecting,2020-08-15,2188.1553192333513
product a,always on,always on,dv360 - prospecting,2020-08-16,2246.3837231811449
product a,always on,always on,dv360 - prospecting,2020-08-17,4128.9466234215579
product a,always on,always on,dv360 - prospecting,2020-08-18,2164.9661444724434
product a,always on,always on,dv360 - prospecting,2020-08-19,2226.5819148596865
product a,always on,always on,dv360 - prospecting,2020-08-20,2052.4014494562471
product a,always on,always on,dv360 - prospecting,2020-08-21,2196.5687879835677
product a,always on,always on,dv360 - prospecting,2020-08-22,1992.6299411534785
product a,always on,always on,dv360 - prospecting,2020-08-23,2235.8254723840546
product a,always on,always on,dv360 - prospecting,2020-08-24,4010.7396791398774
product a,always on,always on,dv360 - prospecting,2020-08-25,2249.5165759155416
product a,always on,always on,dv360 - prospecting,2020-08-26,2156.1905731041493
product a,always on,always on,dv360 - prospecting,2020-08-27,2180.6933361380716
product a,always on,always on,dv360 - prospecting,2020-08-28,2279.6551376397974
product a,always on,always on,dv360 - prospecting,2020-08-29,2245.0050407381982
product a,always on,always on,dv360 - prospecting,2020-08-30,2153.7236877099413
product a,always on,always on,dv360 - prospecting,2020-08-31,4047.9398915166789
product a,always on,always on,dv360 - prospecting,2020-09-01,2183.2857708108668
product a,always on,always on,dv360 - prospecting,2020-09-02,2123.3130795001143
product a,always on,always on,dv360 - prospecting,2020-09-03,2048.3902609216711
product a,always on,always on,dv360 - prospecting,2020-09-04,2173.1208492345686
product a,always on,always on,dv360 - prospecting,2020-09-05,2098.3537014000171
product a,always on,always on,dv360 - prospecting,2020-09-06,2107.5546992313352
product a,always on,always on,dv360 - prospecting,2020-09-07,4066.0602881160025
product a,always on,always on,dv360 - prospecting,2020-09-08,1985.0626557605267
product a,always on,always on,dv360 - prospecting,2020-09-09,2138.1165954441685
product a,always on,always on,dv360 - prospecting,2020-09-10,2152.5693040882256
product a,always on,always on,dv360 - prospecting,2020-09-11,2118.9228177827231
product a,always on,always on,dv360 - prospecting,2020-09-12,2233.6052065296785
product a,always on,always on,dv360 - prospecting,2020-09-13,2268.161064122562
product a,always on,always on,dv360 - prospecting,2020-09-14,4094.6267000424004
product a,always on,always on,dv360 - prospecting,2020-09-15,2234.8431476717437
product a,always on,always on,dv360 - prospecting,2020-09-16,2246.8756977487997
product a,always on,always on,dv360 - prospecting,2020-09-17,2329.7901570364024
product a,always on,always on,dv360 - prospecting,2020-09-18,2138.3021119420764
product a,always on,always on,dv360 - prospecting,2020-09-19,2060.7078928947221
product a,always on,always on,dv360 - prospecting,2020-09-20,2352.7263814856105
product a,always on,always on,dv360 - prospecting,2020-09-21,3890.1899935574052
product a,always on,always on,dv360 - prospecting,2020-09-22,1915.0924064700739
product a,always on,always on,dv360 - prospecting,2020-09-23,2098.0857365761749
product a,always on,always on,dv360 - prospecting,2020-09-24,2149.0997349019344
product a,always on,always on,dv360 - prospecting,2020-09-25,2355.5479744749464
product a,always on,always on,dv360 - prospecting,2020-09-26,2187.4060108289327
product a,always on,always on,dv360 - prospecting,2020-09-27,2081.9511707536408
product a,always on,always on,dv360 - prospecting,2020-09-28,3951.5926217741885
product a,always on,always on,dv360 - prospecting,2020-09-29,2162.7559111551186
product a,always on,always on,dv360 - prospecting,2020-09-30,2158.8476361661428
product a,always on,always on,dv360 - prospecting,2020-10-01,2187.5334618498646
product a,always on,always on,dv360 - prospecting,2020-10-02,2131.90023396471
product a,always on,always on,dv360 - prospecting,2020-10-03,2403.0265039808946
product a,always on,always on,dv360 - prospecting,2020-10-04,2216.9153641394682
product a,always on,always on,dv360 - prospecting,2020-10-05,3933.5696287020783
product a,always on,always on,dv360 - prospecting,2020-10-06,2031.1425456145766
product a,always on,always on,dv360 - prospecting,2020-10-07,2207.0676301106087
product a,always on,always on,dv360 - prospecting,2020-10-08,2158.0906097610305
product a,always on,always on,dv360 - prospecting,2020-10-09,2106.0976746212636
product a,always on,always on,dv360 - prospecting,2020-10-10,2046.1585733691602
product a,always on,always on,dv360 - prospecting,2020-10-11,2130.3919171254411
product a,always on,always on,dv360 - prospecting,2020-10-12,4194.6404369690908
product a,always on,always on,dv360 - prospecting,2020-10-13,2062.1899945938621
product a,always on,always on,dv360 - prospecting,2020-10-14,2189.769055003489
product a,always on,always on,dv360 - prospecting,2020-10-15,2200.2260750308028
product a,always on,always on,dv360 - prospecting,2020-10-16,2142.0433746517106
product a,always on,always on,dv360 - prospecting,2020-10-17,2043.7391613407106
product a,always on,always on,dv360 - prospecting,2020-10-18,2140.3192680571228
product a,always on,always on,dv360 - prospecting,2020-10-19,4189.298795315688
product a,always on,always on,dv360 - prospecting,2020-10-20,2166.8152986248274
product a,always on,always on,dv360 - prospecting,2020-10-21,2311.7142060582
product a,always on,always on,dv360 - prospecting,2020-10-22,2132.5298705945447
product a,always on,always on,dv360 - prospecting,2020-10-23,2208.7765144074965
product a,always on,always on,dv360 - prospecting,2020-10-24,2301.2708735525439
product a,always on,always on,dv360 - prospecting,2020-10-25,2288.2605252938311
product a,always on,always on,dv360 - prospecting,2020-10-26,4159.1558242426527
product a,always on,always on,dv360 - prospecting,2020-10-27,2192.2213526396963
product a,always on,always on,dv360 - prospecting,2020-10-28,2137.8783989232643
product a,always on,always on,dv360 - prospecting,2020-10-29,2116.7064769777212
product a,always on,always on,dv360 - prospecting,2020-10-30,2090.7345288700189
product a,always on,always on,dv360 - prospecting,2020-10-31,2168.2564493877044
product a,always on,always on,dv360 - prospecting,2020-11-01,2198.2670206801986
product a,always on,always on,dv360 - prospecting,2020-11-02,3926.3643492759797
product a,always on,always on,dv360 - prospecting,2020-11-03,2130.7987315291043
product a,always on,always on,dv360 - prospecting,2020-11-04,2049.5139847121864
product a,always on,always on,dv360 - prospecting,2020-11-05,2152.7037250687085
product a,always on,always on,dv360 - prospecting,2020-11-06,2196.2384796371703
product a,always on,always on,dv360 - prospecting,2020-11-07,2193.8294292366936
product a,always on,always on,dv360 - prospecting,2020-11-08,2082.1780744180837
product a,always on,always on,dv360 - prospecting,2020-11-09,3862.1245677349657
product a,always on,always on,dv360 - prospecting,2020-11-10,2222.4774435046129
product a,always on,always on,dv360 - prospecting,2020-11-11,1999.4564450958803
product a,always on,always on,dv360 - prospecting,2020-11-12,2195.7740965136254
product a,always on,always on,dv360 - prospecting,2020-11-13,2102.1546981808256
product a,always on,always on,dv360 - prospecting,2020-11-14,2161.6949119786836
product a,always on,always on,dv360 - prospecting,2020-11-15,2147.0643983801979
product a,always on,always on,dv360 - prospecting,2020-11-16,3977.9210233314366
product a,always on,always on,dv360 - prospecting,2020-11-17,2234.9400428682266
product a,always on,always on,dv360 - prospecting,2020-11-18,2324.5802844683003
product a,always on,always on,dv360 - prospecting,2020-11-19,1987.9464289062828
product a,always on,always on,dv360 - prospecting,2020-11-20,2272.2308297563459
product a,always on,always on,dv360 - prospecting,2020-11-21,2228.1754306494122
product a,always on,always on,dv360 - prospecting,2020-11-22,2282.062755078221
product a,always on,always on,dv360 - prospecting,2020-11-23,4150.4743508317561
product a,always on,always on,dv360 - prospecting,2020-11-24,2218.0094343970445
product a,always on,always on,dv360 - prospecting,2020-11-25,2145.4575171638639
product a,always on,always on,dv360 - prospecting,2020-11-26,2171.2005846209668
product a,always on,always on,dv360 - prospecting,2020-11-27,2215.69684081897
product a,always on,always on,dv360 - prospecting,2020-11-28,2153.1989173053425
product a,always on,always on,dv360 - prospecting,2020-11-29,2132.8553856212197
product a,always on,always on,dv360 - prospecting,2020-11-30,4046.3469469437323
product a,always on,always on,dv360 - prospecting,2020-12-01,2183.9467490832162
product a,always on,always on,dv360 - prospecting,2020-12-02,2080.8451072517128
product a,always on,always on,dv360 - prospecting,2020-12-03,2137.8684539832848
product a,always on,always on,dv360 - prospecting,2020-12-04,2218.5265055891978
product a,always on,always on,dv360 - prospecting,2020-12-05,2226.3481625132317
product a,always on,always on,dv360 - prospecting,2020-12-06,2208.0133609938284
product a,always on,always on,dv360 - prospecting,2020-12-07,4012.6987499909737
product a,always on,always on,dv360 - prospecting,2020-12-08,2119.8666027827339
product a,always on,always on,dv360 - prospecting,2020-12-09,2048.3104715643317
product a,always on,always on,dv360 - prospecting,2020-12-10,2096.3718932638117
product a,always on,always on,dv360 - prospecting,2020-12-11,2284.2073294209745
product a,always on,always on,dv360 - prospecting,2020-12-12,2181.7230395237393
product a,always on,always on,dv360 - prospecting,2020-12-13,2104.2302559624432
product a,always on,always on,dv360 - prospecting,2020-12-14,4158.4618237860914
product a,always on,always on,dv360 - prospecting,2020-12-15,2134.7922578838397
product a,always on,always on,dv360 - prospecting,2020-12-16,2034.3255793378739
product a,always on,always on,dv360 - prospecting,2020-12-17,2156.6325248312792
product a,always on,always on,dv360 - prospecting,2020-12-18,2225.0790594385262
product a,always on,always on,dv360 - prospecting,2020-12-19,2265.423589001562
product a,always on,always on,dv360 - prospecting,2020-12-20,2118.4235224070208
product a,always on,always on,dv360 - prospecting,2020-12-21,3994.6427210560391
product a,always on,always on,dv360 - prospecting,2020-12-22,2139.36712735717
product a,always on,always on,dv360 - prospecting,2020-12-23,2265.0320014833815
product a,always on,always on,dv360 - prospecting,2020-12-24,2064.7053546950033
product a,always on,always on,dv360 - prospecting,2020-12-25,2342.9165713653952
product a,always on,always on,dv360 - prospecting,2020-12-26,2341.2829933106736
product a,always on,always on,dv360 - prospecting,2020-12-27,2285.3271095845844
product a,always on,always on,dv360 - prospecting,2020-12-28,4219.1487831951854
product a,always on,always on,dv360 - prospecting,2020-12-29,2220.6220350221147
product a,always on,always on,dv360 - prospecting,2020-12-30,2328.3952555296382
product a,always on,always on,dv360 - prospecting,2020-12-31,2164.2386852015425
product a,always on,always on,dv360 - prospecting,2021-01-01,2024.0089525731078
product a,always on,always on,dv360 - prospecting,2021-01-02,2248.3928787000791
product a,always on,always on,dv360 - prospecting,2021-01-03,1885.65933283232
product a,always on,always on,dv360 - prospecting,2021-01-04,4048.0960920597558
product a,always on,always on,dv360 - prospecting,2021-01-05,2254.8974208775921
product a,always on,always on,dv360 - prospecting,2021-01-06,2126.5453063563823
product a,always on,always on,dv360 - prospecting,2021-01-07,2149.4838340748192
product a,always on,always on,dv360 - prospecting,2021-01-08,2139.044496389
product a,always on,always on,dv360 - prospecting,2021-01-09,2234.1759738418496
product a,always on,always on,dv360 - prospecting,2021-01-10,2322.4405539703453
product a,always on,always on,dv360 - prospecting,2021-01-11,4005.377094843579
product a,always on,always on,dv360 - prospecting,2021-01-12,2241.0313409131118
product a,always on,always on,dv360 - prospecting,2021-01-13,2310.517573610709
product a,always on,always on,dv360 - prospecting,2021-01-14,2228.4745611970498
product a,always on,always on,dv360 - prospecting,2021-01-15,2144.3005403275665
product a,always on,always on,dv360 - prospecting,2021-01-16,2061.2738690166066
product a,always on,always on,dv360 - prospecting,2021-01-17,2352.2647157088772
product a,always on,always on,dv360 - prospecting,2021-01-18,4211.520734599424
product a,always on,always on,dv360 - prospecting,2021-01-19,2197.9907810147452
product a,always on,always on,dv360 - prospecting,2021-01-20,2051.0802906244267
product a,always on,always on,dv360 - prospecting,2021-01-21,2225.480598036766
product a,always on,always on,dv360 - prospecting,2021-01-22,2099.6473252291262
product a,always on,always on,dv360 - prospecting,2021-01-23,2131.4310240989835
product a,always on,always on,dv360 - prospecting,2021-01-24,2180.6462012853854
product a,always on,always on,dv360 - prospecting,2021-01-25,4061.948667429489
product a,always on,always on,dv360 - prospecting,2021-01-26,2247.7267486175069
product a,always on,always on,dv360 - prospecting,2021-01-27,2195.70454041282
product a,always on,always on,dv360 - prospecting,2021-01-28,2118.6910549893914
product a,always on,always on,dv360 - prospecting,2021-01-29,2018.2314044414547
product a,always on,always on,dv360 - prospecting,2021-01-30,2025.8406134582558
product a,always on,always on,dv360 - prospecting,2021-01-31,2245.5294589465138
product a,always on,always on,dv360 - prospecting,2021-02-01,3971.4525788241258
product a,always on,always on,dv360 - prospecting,2021-02-02,2237.7738640614652
product a,always on,always on,dv360 - prospecting,2021-02-03,1897.6225240414747
